FilePath,SegmentPath,BottlenoseDolphin,CommonDolphin,Grampus_Risso'sDolphin,HarborPorpoise,KillerWhale,Long_FinnedPilotWhale,StripedDolphin,Background
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/65012007_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/65012007_0.0_3.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/63021005_0_1.68.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/63021005_0_1.68.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6501200R_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6501200R_3.0_6.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_0.0_3.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_9.0_12.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_9.0_12.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6501200L_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/6501200L_0.0_3.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/65012007_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/65012007_3.0_6.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/HarborPorpoise/61074001_6.0_9.0.wav,0,0,0,1,0,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775800C_0_1.29.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775800C_0_1.29.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692028_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692028_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403102Y_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403102Y_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777500A_0_1.62.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777500A_0_1.62.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103I_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103I_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101S_0_2.34.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101S_0_2.34.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97764006_0_2.43.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97764006_0_2.43.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201X_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201X_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002W_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002W_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692001_0_2.07.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692001_0_2.07.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777900J_0_1.25.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777900J_0_1.25.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6001200L_0_1.62.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6001200L_0_1.62.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230402Z_0_2.63.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230402Z_0_2.63.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401P_0_2.61.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401P_0_2.61.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900G_0_2.43.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900G_0_2.43.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769200I_0_2.08.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769200I_0_2.08.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774200B_0_0.68.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774200B_0_0.68.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97756007_0_1.55.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97756007_0_1.55.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604J_0_1.61.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604J_0_1.61.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002605H_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002605H_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9778200A_0_1.45.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9778200A_0_1.45.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050F0_0_0.76.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050F0_0_0.76.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002T_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002T_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800J_0_1.74.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800J_0_1.74.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000T_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000T_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97780014_0_0.81.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97780014_0_0.81.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230404K_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230404K_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777800C_0_1.39.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777800C_0_1.39.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901S_0_1.45.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901S_0_1.45.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403C_0_1.94.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403C_0_1.94.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002S_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002S_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300032_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300032_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603Q_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603Q_6.0_9.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104J_0_2.45.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104J_0_2.45.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050ER_0_0.61.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050ER_0_0.61.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97755003_0_1.85.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97755003_0_1.85.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304046_0_1.65.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304046_0_1.65.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774700F_0_2.23.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774700F_0_2.23.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97741005_0_1.2.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97741005_0_1.2.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003I_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003I_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97778003_0_0.5.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97778003_0_0.5.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97757003_0_1.13.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97757003_0_1.13.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026060_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026060_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002606Y_0_2.11.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002606Y_0_2.11.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774100P_0_2.66.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774100P_0_2.66.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400N_0_1.33.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400N_0_1.33.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901J_0_0.94.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901J_0_0.94.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001O_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001O_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300E_0_1.63.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300E_0_1.63.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402X_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402X_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000Q_0_1.55.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000Q_0_1.55.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775401B_0_1.52.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775401B_0_1.52.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901Q_0_1.55.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901Q_0_1.55.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002Y_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002Y_6.0_9.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400Y_0_1.8.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400Y_0_1.8.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302001_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302001_6.0_9.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775500I_0_2.7.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775500I_0_2.7.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600J_0_1.56.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600J_0_1.56.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103Q_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103Q_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403P_0_2.31.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403P_0_2.31.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603Q_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603Q_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100J_0_1.74.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100J_0_1.74.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302001_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302001_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001U_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001U_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776600C_0_0.93.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776600C_0_0.93.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200J_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200J_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97619016_0_2.36.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97619016_0_2.36.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201K_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201K_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600N_0_2.08.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600N_0_2.08.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002Y_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002Y_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002S_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002S_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050DB_0_0.45.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050DB_0_0.45.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775300B_0_0.7.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775300B_0_0.7.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050CT_0_2.13.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050CT_0_2.13.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604G_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604G_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900O_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900O_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400U_0_1.1.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400U_0_1.1.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026061_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026061_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301009_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301009_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300J_0_1.08.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300J_0_1.08.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403100N_0_2.35.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403100N_0_2.35.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600C_0_1.14.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600C_0_1.14.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401H_0_1.55.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401H_0_1.55.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300012_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300012_6.0_9.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774300C_0_2.03.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774300C_0_2.03.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754006_0_1.76.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754006_0_1.76.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64030005_0_1.27.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64030005_0_1.27.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901G_0_1.62.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775901G_0_1.62.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750301P_0_2.3.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750301P_0_2.3.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750000I_0_2.79.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750000I_0_2.79.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026060_3.0_6.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026060_3.0_6.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777100I_0_1.6.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777100I_0_1.6.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100S_0_1.61.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100S_0_1.61.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97779008_0_1.1.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97779008_0_1.1.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97750008_0_1.69.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97750008_0_1.69.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001O_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001O_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403S_0_2.42.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403S_0_2.42.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97779002_0_0.58.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97779002_0_0.58.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775700D_0_0.73.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775700D_0_0.73.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300M_0_1.22.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300M_0_1.22.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026041_0_1.43.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026041_0_1.43.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300002_0_1.07.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300002_0_1.07.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750100H_0_1.36.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750100H_0_1.36.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301007_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301007_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402J_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402J_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000U_0.0_3.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000U_0.0_3.0.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100F_0_0.98.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100F_0_0.98.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97759008_0_1.27.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97759008_0_1.27.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002601O_0_1.68.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002601O_0_1.68.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002602A_0_2.99.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002602A_0_2.99.wav,0,0,0,0,1,0,0,0
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_6.0_9.0.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_6.0_9.0.wav,0,0,0,0,1,0,0,0
