file,start_time,end_time,BottlenoseDolphin,CommonDolphin,Grampus_Risso'sDolphin,HarborPorpoise,KillerWhale,Long_FinnedPilotWhale,StripedDolphin,Background
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400O_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302014_3.0_6.0.wav,0,1.7683561643835617,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97770009_0_1.52.wav,0,1.5167123287671234,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200F_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101Y_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003D_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101C_0_2.72.wav,0,2.72475,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101H_0_2.18.wav,0,2.184125,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002606G_0_0.82.wav,0,0.8244052863436123,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050G4_0_0.38.wav,0,0.3798630136986301,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775900K_0_0.86.wav,0,0.8621004566210045,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775200C_0_0.63.wav,0,0.627579908675799,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050E2_0_1.08.wav,0,1.0820091324200911,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001D_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050CP_0_0.69.wav,0,0.6887671232876712,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103Z_3.0_6.0.wav,0,0.79845,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775900I_0_0.99.wav,0,0.993607305936073,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401E_0_0.77.wav,0,0.7720091324200913,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775801H_0_2.08.wav,0,2.077808219178082,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402I_0_1.94.wav,0,1.9404566210045664,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103P_3.0_6.0.wav,0,0.206525,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400F_0_2.61.wav,0,2.611278538812785,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692023_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201C_6.0_9.0.wav,0,2.683835616438356,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775900W_0_0.61.wav,0,0.6136986301369863,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003X_0_1.77.wav,0,1.7716894977168949,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201Z_3.0_6.0.wav,0,1.4194520547945206,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97752010_0_1.5.wav,0,1.4962557077625571,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97619004_3.0_6.0.wav,0,0.1853881278538812,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776101A_0_2.06.wav,0,2.063196347031964,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000I_0_1.03.wav,0,1.0317,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403U_0_1.36.wav,0,1.3615525114155251,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97772003_0_1.2.wav,0,1.2040182648401827,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776101N_0_1.89.wav,0,1.8894520547945208,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003G_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603N_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002606R_0_1.67.wav,0,1.6662114537444934,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002605U_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026066_6.0_9.0.wav,0,0.1179955947136564,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230100X_9.0_12.0.wav,0,0.5344748858447489,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403102N_0_2.05.wav,0,2.054375,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050EP_0_0.97.wav,0,0.9669406392694064,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000H_0_1.16.wav,0,1.15995,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201R_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403100F_0_1.9.wav,0,1.90365,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774100W_0_1.67.wav,0,1.6723287671232876,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050F8_0_1.09.wav,0,1.086392694063927,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201B_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750301N_0_1.55.wav,0,1.5473972602739725,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200V_0_0.79.wav,0,0.7890410958904109,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97503006_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200Q_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200J_0_1.67.wav,0,1.6715981735159815,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504024_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026046_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200D_3.0_6.0.wav,0,2.504931506849315,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403X_0_0.12.wav,0,0.1212785388127853,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300O_0_0.78.wav,0,0.7831963470319635,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775800B_0_0.31.wav,0,0.3141552511415525,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304048_3.0_6.0.wav,0,0.2648858447488584,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403D_0_2.6.wav,0,2.6004566210045663,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200E_9.0_12.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97764003_0_1.44.wav,0,1.4436529680365298,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600Q_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64031006_0_2.6.wav,0,2.6019,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300004_0_2.22.wav,0,2.2219634703196345,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201U_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774900P_3.0_6.0.wav,0,1.1903196347031963,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800I_0_1.51.wav,0,1.51225,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777600H_0_1.67.wav,0,1.6688584474885846,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202T_6.0_9.0.wav,0,0.3194063926940639,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750100L_3.0_6.0.wav,0,0.6396347031963471,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97503001_3.0_6.0.wav,0,1.6900913242009132,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026001_0_1.7.wav,0,1.6999755859375,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777100G_0_1.38.wav,0,1.3793150684931508,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64030007_0_1.44.wav,0,1.43925,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230100U_6.0_9.0.wav,0,2.5410045662100456,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104Q_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774300H_0_0.9.wav,0,0.9024,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754019_0_1.01.wav,0,1.008219178082192,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201C_0_2.41.wav,0,2.4123744292237443,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504010_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97752013_0_1.47.wav,0,1.4699543378995434,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97768001_0_1.36.wav,0,1.3647488584474885,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754014_0_0.86.wav,0,0.8591780821917808,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777500K_0_1.21.wav,0,1.209041095890411,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103P_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776100Z_0_1.57.wav,0,1.566392694063927,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775200F_0_0.65.wav,0,0.6520547945205479,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000M_0_1.21.wav,0,1.2142,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403T_0_1.05.wav,0,1.0488584474885845,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202B_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754017_0_0.83.wav,0,0.8270319634703196,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604I_0_2.97.wav,0,2.973215859030837,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97761010_0_0.93.wav,0,0.926392694063927,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92303009_0_1.55.wav,0,1.5484018264840185,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200L_0_1.15.wav,0,1.1455707762557077,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97754011_0_1.65.wav,0,1.6540639269406392,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97770002_0_2.32.wav,0,2.315068493150685,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401Y_0_2.31.wav,0,2.3121461187214614,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9778000R_0_1.45.wav,0,1.4494977168949772,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97758006_0_1.1.wav,0,1.0988127853881278,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504001_0_2.28.wav,0,2.2793607305936074,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403E_0_2.44.wav,0,2.439908675799087,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403M_0_2.31.wav,0,2.3127397260273974,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750300U_0_1.14.wav,0,1.1378538812785388,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603F_0_2.41.wav,0,2.4072246696035244,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9778200B_0_1.78.wav,0,1.7793607305936072,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026013_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050ET_0_0.84.wav,0,0.8416438356164384,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050C1_0_1.05.wav,0,1.0520547945205478,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600M_0_1.72.wav,0,1.724200913242009,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750300L_0_2.82.wav,0,2.81662100456621,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777500J_0_1.15.wav,0,1.1526027397260274,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000A_0_1.16.wav,0,1.1571,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604D_3.0_6.0.wav,0,0.3249559471365639,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750300O_0_2.15.wav,0,2.150867579908676,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402Z_0_2.16.wav,0,2.161826484018265,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97748006_0_2.01.wav,0,2.01435,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600C_0_1.42.wav,0,1.4203125,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692004_0_1.86.wav,0,1.8578995433789955,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64025002_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97751008_0_0.67.wav,0,0.6721461187214612,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97757004_0_1.78.wav,0,1.7841095890410958,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103W_0_2.97.wav,0,2.9727,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777600D_0_1.25.wav,0,1.2536986301369863,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026054_0_1.73.wav,0,1.7348017621145375,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603Z_9.0_12.0.wav,0,1.148193832599119,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302028_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026077_0_1.02.wav,0,1.0161013215859032,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97692016_0_1.21.wav,0,1.208767123287671,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600S_3.0_6.0.wav,0,0.6854185022026432,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001Q_3.0_6.0.wav,0,0.4357077625570776,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301006_0_2.93.wav,0,2.928949771689498,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026037_0_1.39.wav,0,1.3888105726872246,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403100D_0_2.51.wav,0,2.50635,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000Y_3.0_6.0.wav,0,2.282922374429224,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101U_0_2.25.wav,0,2.249,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403103K_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403104O_3.0_6.0.wav,0,0.24795,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200R_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800F_0_1.16.wav,0,1.1642,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026042_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504008_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600R_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050FC_0_0.52.wav,0,0.5224657534246575,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400B_0_1.99.wav,0,1.987214611872146,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97759004_0_1.15.wav,0,1.1455707762557077,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776900B_0_1.12.wav,0,1.119269406392694,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300039_6.0_9.0.wav,0,0.2988127853881278,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026030_3.0_6.0.wav,0,0.8101762114537445,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000R_0_2.62.wav,0,2.623150684931507,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050DG_0_2.61.wav,0,2.6126027397260274,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97763005_0_1.4.wav,0,1.3968949771689498,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603U_3.0_6.0.wav,0,1.8352422907488988,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403101Q_0_2.94.wav,0,2.941,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401G_0_2.12.wav,0,2.117397260273973,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769200W_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201K_3.0_6.0.wav,0,1.3031506849315069,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050FH_0_0.62.wav,0,0.6238356164383562,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97769003_0_1.63.wav,0,1.633607305936073,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600Y_0_1.58.wav,0,1.5810045662100456,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97757005_0_2.18.wav,0,2.178995433789954,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750300X_0_2.09.wav,0,2.085433789954338,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60012007_0_2.11.wav,0,2.106125,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200C_0_2.16.wav,0,2.162557077625571,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97775008_0_1.44.wav,0,1.4436529680365298,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401K_0_1.34.wav,0,1.3425570776255709,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201H_9.0_12.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201F_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201S_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92302010_9.0_12.0.wav,0,2.0486301369863016,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202E_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201F_3.0_6.0.wav,0,2.2335616438356163,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003F_0.0_3.0.wav,0,3.0,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769201T_3.0_6.0.wav,0,2.552054794520548,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002605S_0_1.71.wav,0,1.7116740088105726,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775200B_0_0.71.wav,0,0.7115981735159818,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403N_0_1.92.wav,0,1.9226027397260277,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775900F_0_1.76.wav,0,1.759269406392694,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92304025_0_1.14.wav,0,1.139041095890411,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202L_6.0_9.0.wav,0,2.3736986301369862,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775801J_0_0.94.wav,0,0.9410045662100456,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002602S_3.0_6.0.wav,0,1.8493392070484584,False,False,False,False,True,False,False,False
../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201U_3.0_6.0.wav,0,3.0,False,False,False,False,True,False,False,False
