FilePath,File,Class,Duration,Origin,Set
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050F7.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050F7_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750300A.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750300A_6.0_9.0.wav,KillerWhale,2.558904109589041,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050GA.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050GA_0_0.82.wav,KillerWhale,0.8164383561643835,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002603E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603E_0_2.75.wav,KillerWhale,2.7501762114537445,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230401I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401I_0_0.64.wav,KillerWhale,0.6358447488584474,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002607B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002607B_0_1.98.wav,KillerWhale,1.983259911894273,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050E3.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050E3_0_1.75.wav,KillerWhale,1.745753424657534,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750401F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750401F_3.0_6.0.wav,KillerWhale,0.5198173515981735,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97756010.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97756010_0_1.01.wav,KillerWhale,1.0111415525114156,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002603L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603L_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050C9.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050C9_0_1.55.wav,KillerWhale,1.550593607305936,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774300F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774300F_0_2.3.wav,KillerWhale,2.304,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97744004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97744004_0_1.11.wav,KillerWhale,1.1072,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002603L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002603L_3.0_6.0.wav,KillerWhale,0.3584801762114537,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230001M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001M_3.0_6.0.wav,KillerWhale,0.1775799086757991,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750401F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750401F_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97763008.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97763008_0_0.69.wav,KillerWhale,0.6867579908675799,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776100U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776100U_0_1.17.wav,KillerWhale,1.1747945205479453,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/60026065.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026065_3.0_6.0.wav,KillerWhale,1.0533700440528635,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000J_0_1.8.wav,KillerWhale,1.7957534246575342,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774900K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774900K_0_1.63.wav,KillerWhale,1.62675799086758,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/60026053.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026053_0_2.36.wav,KillerWhale,2.3559471365638767,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230401L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401L_0_1.84.wav,KillerWhale,1.8442465753424655,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777200F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200F_0_1.24.wav,KillerWhale,1.2361643835616438,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9769202I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769202I_0_2.68.wav,KillerWhale,2.683652968036529,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/89405023.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_3.0_6.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/64031003.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/64031003_0_1.78.wav,KillerWhale,1.7787,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230001P.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001P_0_2.37.wav,KillerWhale,2.3737899543379,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776100F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776100F_0_1.86.wav,KillerWhale,1.8644748858447489,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776900Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776900Q_0_1.75.wav,KillerWhale,1.747579908675799,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775200E.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775200E_0_1.41.wav,KillerWhale,1.4053881278538811,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92300025.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300025_3.0_6.0.wav,KillerWhale,0.5112328767123288,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230001U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001U_3.0_6.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97759011.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97759011_0_1.71.wav,KillerWhale,1.7066666666666668,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97504030.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504030_0_2.16.wav,KillerWhale,2.161826484018265,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202K_6.0_9.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6001200Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6001200Q_0_2.28.wav,KillerWhale,2.28375,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750100B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750100B_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/60026033.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026033_3.0_6.0.wav,KillerWhale,1.974867841409692,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000Q_3.0_6.0.wav,KillerWhale,0.4074429223744292,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775400V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400V_0_0.79.wav,KillerWhale,0.7919634703196347,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777200D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200D_0_0.66.wav,KillerWhale,0.66337899543379,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230002G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230002G_0_2.93.wav,KillerWhale,2.926027397260274,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000Q_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403000X.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403000X_0_2.55.wav,KillerWhale,2.5536,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002601V.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002601V_0_2.97.wav,KillerWhale,2.971453744493392,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230001U.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001U_6.0_9.0.wav,KillerWhale,0.4870776255707763,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230200I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200I_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6001200R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6001200R_0_2.31.wav,KillerWhale,2.309125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202S.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202S_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230003I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230003I_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750401N.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750401N_3.0_6.0.wav,KillerWhale,1.9044748858447489,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97747009.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97747009_0_1.11.wav,KillerWhale,1.1104,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776101R.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776101R_0_2.06.wav,KillerWhale,2.0633789954337898,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97741008.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97741008_0_1.13.wav,KillerWhale,1.133150684931507,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750402A.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750402A_3.0_6.0.wav,KillerWhale,2.584931506849315,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230001M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230001M_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776400B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776400B_0_1.86.wav,KillerWhale,1.856438356164384,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776400A.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776400A_0_1.84.wav,KillerWhale,1.841095890410959,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97753006.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97753006_0_0.99.wav,KillerWhale,0.9877625570776256,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/89405023.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/89405023_9.0_12.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202K_9.0_12.0.wav,KillerWhale,1.0794520547945206,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774800M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800M_0_2.0.wav,KillerWhale,1.9984,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/60026025.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026025_3.0_6.0.wav,KillerWhale,0.4165638766519823,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/60026078.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/60026078_0_1.73.wav,KillerWhale,1.7344052863436124,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230401M.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230401M_3.0_6.0.wav,KillerWhale,1.1743835616438356,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9778100A.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9778100A_0_1.64.wav,KillerWhale,1.6394520547945206,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775100D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775100D_0_1.46.wav,KillerWhale,1.4641095890410958,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9769202F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9769202F_0_2.93.wav,KillerWhale,2.9267123287671235,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230402Q.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230402Q_0_1.13.wav,KillerWhale,1.1282191780821915,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750401P.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750401P_3.0_6.0.wav,KillerWhale,2.494063926940639,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202K_3.0_6.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750400G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750400G_0_1.67.wav,KillerWhale,1.6702739726027398,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97752004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97752004_0_1.32.wav,KillerWhale,1.3217351598173517,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000F_6.0_9.0.wav,KillerWhale,0.2120091324200913,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050EJ.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050EJ_0_1.47.wav,KillerWhale,1.4728767123287672,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97500008.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97500008_0_1.59.wav,KillerWhale,1.5924657534246576,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97504020.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97504020_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9761900Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900Y_0_1.8.wav,KillerWhale,1.797260273972603,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775400Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775400Y_0_0.94.wav,KillerWhale,0.938082191780822,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002604T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002604T_0_2.93.wav,KillerWhale,2.931916299559471,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92300025.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300025_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92301009.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92301009_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750301I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750301I_0_2.18.wav,KillerWhale,2.1762557077625573,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777200I.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777200I_0_1.17.wav,KillerWhale,1.1718721461187214,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050FK.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050FK_0_2.31.wav,KillerWhale,2.308675799086758,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230403B.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230403B_0_0.63.wav,KillerWhale,0.6308675799086758,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774800O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774800O_0_2.28.wav,KillerWhale,2.2772,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9761900O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9761900O_3.0_6.0.wav,KillerWhale,2.04986301369863,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777600O.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777600O_0_1.16.wav,KillerWhale,1.1572602739726028,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777100J.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777100J_0_0.55.wav,KillerWhale,0.5541095890410959,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9776900T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9776900T_0_1.88.wav,KillerWhale,1.879086757990868,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/92300009.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/92300009_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230202K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230202K_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050F7.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050F7_3.0_6.0.wav,KillerWhale,0.7428310502283105,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9774200F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9774200F_0_0.43.wav,KillerWhale,0.4312,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97767006.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97767006_0_2.22.wav,KillerWhale,2.219543378995434,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050EV.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050EV_0_0.59.wav,KillerWhale,0.5899543378995433,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/61062004.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/61062004_0_1.41.wav,KillerWhale,1.41328125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002601G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002601G_3.0_6.0.wav,KillerWhale,0.4227312775330396,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230201X.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230201X_3.0_6.0.wav,KillerWhale,1.8246575342465756,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230200Y.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230200Y_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002600K.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002600K_0_1.42.wav,KillerWhale,1.4203125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777100F.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777100F_0_1.05.wav,KillerWhale,1.0534703196347033,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97500009.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97500009_0_0.87.wav,KillerWhale,0.8748858447488584,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9750403G.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9750403G_0_2.23.wav,KillerWhale,2.233972602739726,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97501002.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97501002_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000X.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000X_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9230000D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9230000D_0.0_3.0.wav,KillerWhale,3.0,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775600D.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600D_0_1.13.wav,KillerWhale,1.1338812785388128,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6002601T.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6002601T_0_2.57.wav,KillerWhale,2.5711894273127758,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/894050FF.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/894050FF_0_0.81.wav,KillerWhale,0.8053881278538813,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9775600L.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9775600L_0_1.54.wav,KillerWhale,1.543013698630137,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/97775001.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/97775001_0_1.68.wav,KillerWhale,1.684018264840183,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/6403102C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/6403102C_0_2.18.wav,KillerWhale,2.184125,Watkins Marine Mammals,Test
../../Dataset/Audios/Watkins Marine Mammals/Full/KillerWhale/9777300C.wav,../../Dataset/Audios/Watkins Marine Mammals/Segmented/KillerWhale/9777300C_0_0.58.wav,KillerWhale,0.5760730593607306,Watkins Marine Mammals,Test
