SegmentedAudioPath,OriginalAudioPath,StartSecond,EndSecond,StartSample,EndSample,Class
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_23.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,23.0,23.0,5888001,6144000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_29.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,29.0,29.0,7424001,7680000,CLICK
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_30.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,30.0,31.0,7680001,8192000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,32.0,33.0,8192001,8704000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_35.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,35.0,36.0,8960001,9472000,CLICK
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_39.0_39.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,39.0,39.0,9984001,10240000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_42.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,42.0,43.0,10752001,11264000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_47.0_47.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,47.0,47.0,12032001,12288000,CLICK
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_48.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,48.0,48.0,12288001,12544000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,55.0,55.0,14080001,14336000,CLICK
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-01-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,55.0,55.0,14080001,14336000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-01-24_58.0_58.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-01-24.wav,58.0,58.0,14848001,15104000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_11.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,11.0,15.0,2816001,4096000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-02-24_13.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,13.0,13.0,3328001,3584000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_20.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,20.0,22.0,5120001,5888000,Breath1KHz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-02-24_21.0_21.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,21.0,21.0,5376001,5632000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_25.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,25.0,26.0,6400001,6912000,Breath1KHz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-02-24_31.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,31.0,31.0,7936001,8192000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-02-24_38.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,38.0,41.0,9728001,10752000,Breath1KHz
../Dataset/Audios/SegmentedAudios/UNKNOWN4_GOLPE_150Hz/channelA_2024-05-28_01-02-24_39.0_39.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,39.0,39.0,9984001,10240000,UNKNOWN4_GOLPE_150Hz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-02-24_39.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,39.0,41.0,9984001,10752000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-02-24_52.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-02-24.wav,52.0,54.0,13312001,14080000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_9.0_9.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,9.0,9.0,2304001,2560000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_15.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,15.0,15.0,3840001,4096000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_21.0_21.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,21.0,21.0,5376001,5632000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-03-24_30.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,30.0,31.0,7680001,8192000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_40.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,40.0,41.0,10240001,10752000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-03-24_40.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,40.0,42.0,10240001,11008000,Breath1KHz
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_44.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,44.0,44.0,11264001,11520000,CLICK
../Dataset/Audios/SegmentedAudios/CLICK/channelA_2024-05-28_01-03-24_51.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-03-24.wav,51.0,51.0,13056001,13312000,CLICK
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-12-24_36.0_38.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-12-24.wav,36.0,38.0,9216001,9984000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-14-24_42.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-14-24.wav,42.0,44.0,10752001,11520000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_40.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,40.0,40.0,10240001,10496000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_42.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,42.0,43.0,10752001,11264000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_45.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,45.0,46.0,11520001,12032000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_51.0_51.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,51.0,51.0,13056001,13312000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-16-24_55.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-16-24.wav,55.0,55.0,14080001,14336000,Whistle
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_01-19-24_15.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-19-24.wav,15.0,15.0,3840001,4096000,Golpe
../Dataset/Audios/SegmentedAudios/Golpe/channelA_2024-05-28_01-19-24_25.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-19-24.wav,25.0,25.0,6400001,6656000,Golpe
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-20-24_2.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-20-24.wav,2.0,2.0,512001,768000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-20-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-20-24.wav,23.0,24.0,5888001,6400000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-22-24_39.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-22-24.wav,39.0,40.0,9984001,10496000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-23-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,10.0,10.0,2560001,2816000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-23-24_45.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,45.0,45.0,11520001,11776000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-23-24_49.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,49.0,50.0,12544001,13056000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-23-24_51.0_52.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,51.0,52.0,13056001,13568000,Batida
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-23-24_54.0_55.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,54.0,55.0,13824001,14336000,Batida
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-23-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-23-24.wav,58.0,59.0,14848001,15360000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-24-24_0.0_0.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,0.0,0.0,1,256000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-24-24_5.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,5.0,5.0,1280001,1536000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_6.0_11.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,6.0,11.0,1536001,3072000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-24-24_13.0_15.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,13.0,15.0,3328001,4096000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_19.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,19.0,20.0,4864001,5376000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-24-24_19.0_25.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,19.0,25.0,4864001,6656000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-24-24_20.0_23.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,20.0,23.0,5120001,6144000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_24.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,24.0,24.0,6144001,6400000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_27.0_28.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,27.0,28.0,6912001,7424000,Whistle
../Dataset/Audios/SegmentedAudios/Breath1KHz/channelA_2024-05-28_01-24-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,32.0,33.0,8192001,8704000,Breath1KHz
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-24-24_32.0_33.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,32.0,33.0,8192001,8704000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-24-24_58.0_59.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-24-24.wav,58.0,59.0,14848001,15360000,Batida
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_0.0_0.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,0.0,0.0,1,256000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_11.0_13.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,11.0,13.0,2816001,3584000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-25-24_14.0_14.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,14.0,14.0,3584001,3840000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-25-24_14.0_16.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,14.0,16.0,3584001,4352000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_15.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,15.0,20.0,3840001,5376000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-25-24_17.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,17.0,17.0,4352001,4608000,Batida
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_22.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,22.0,24.0,5632001,6400000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_26.0_26.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,26.0,26.0,6656001,6912000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-25-24_27.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,27.0,30.0,6912001,7936000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_31.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,31.0,32.0,7936001,8448000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_34.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,34.0,35.0,8704001,9216000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-25-24_34.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,34.0,36.0,8704001,9472000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-25-24_37.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,37.0,40.0,9472001,10496000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-25-24_40.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,40.0,43.0,10240001,11264000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-25-24_45.0_45.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,45.0,45.0,11520001,11776000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-25-24_46.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-25-24.wav,46.0,46.0,11776001,12032000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_0.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,0.0,1.0,1,512000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_5.0_6.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,5.0,6.0,1280001,1792000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_9.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,9.0,10.0,2304001,2816000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-26-24_16.0_17.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,16.0,17.0,4096001,4608000,Batida
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-26-24_19.0_19.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,19.0,19.0,4864001,5120000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_20.0_21.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,20.0,21.0,5120001,5632000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_27.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,27.0,27.0,6912001,7168000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-26-24_27.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,27.0,27.0,6912001,7168000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-26-24_28.0_29.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,28.0,29.0,7168001,7680000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_29.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,29.0,36.0,7424001,9472000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-26-24_30.0_30.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,30.0,30.0,7680001,7936000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_31.0_38.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,31.0,38.0,7936001,9984000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_40.0_40.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,40.0,40.0,10240001,10496000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_40.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,40.0,41.0,10240001,10752000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_42.0_43.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,42.0,43.0,10752001,11264000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_44.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,44.0,46.0,11264001,12032000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_46.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,46.0,46.0,11776001,12032000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_48.0_49.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,48.0,49.0,12288001,12800000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-26-24_49.0_50.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,49.0,50.0,12544001,13056000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_51.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,51.0,54.0,13056001,14080000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-26-24_56.0_56.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,56.0,56.0,14336001,14592000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-26-24_57.0_0.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-26-24.wav,57.0,0.0,14592001,256000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_1.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,1.0,1.0,256001,512000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_1.0_2.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,1.0,2.0,256001,768000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,3.0,3.0,768001,1024000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_3.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,3.0,5.0,768001,1536000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_4.0_5.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,4.0,5.0,1024001,1536000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_4.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,4.0,10.0,1024001,2816000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_10.0_10.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,10.0,10.0,2560001,2816000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_12.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,12.0,24.0,3072001,6400000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_17.0_19.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,17.0,19.0,4352001,5120000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_19.0_20.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,19.0,20.0,4864001,5376000,Batida
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_22.0_22.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,22.0,22.0,5632001,5888000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_23.0_24.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,23.0,24.0,5888001,6400000,Batida
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_24.0_27.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,24.0,27.0,6144001,7168000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_27.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,27.0,32.0,6912001,8448000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_31.0_31.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,31.0,31.0,7936001,8192000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_31.0_32.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,31.0,32.0,7936001,8448000,Whistle
../Dataset/Audios/SegmentedAudios/BatidaClicksRapidaCascabel/channelA_2024-05-28_01-27-24_34.0_36.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,34.0,36.0,8704001,9472000,BatidaClicksRapidaCascabel
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_35.0_35.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,35.0,35.0,8960001,9216000,Batida
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_36.0_41.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,36.0,41.0,9216001,10752000,Whistle
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_38.0_42.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,38.0,42.0,9728001,11008000,Batida
../Dataset/Audios/SegmentedAudios/Batida/channelA_2024-05-28_01-27-24_44.0_44.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,44.0,44.0,11264001,11520000,Batida
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_45.0_46.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,45.0,46.0,11520001,12032000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_48.0_48.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,48.0,48.0,12288001,12544000,BatidaClicks
../Dataset/Audios/SegmentedAudios/BatidaClicks/channelA_2024-05-28_01-27-24_52.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,52.0,1.0,13312001,512000,BatidaClicks
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_53.0_54.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,53.0,54.0,13568001,14080000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-27-24_57.0_1.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-27-24.wav,57.0,1.0,14592001,512000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-28-24_3.0_3.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-28-24.wav,3.0,3.0,768001,1024000,Whistle
../Dataset/Audios/SegmentedAudios/Whistle/channelA_2024-05-28_01-28-24_7.0_8.0.wav,../Dataset/Audios/Full/channelA_2024-05-28_01-28-24.wav,7.0,8.0,1792001,2304000,Whistle
